code	id	message
400	TOPIC_HIDE_SEPARATELY	The hide flag cannot be provided together with any of the other flags.
400	TOPIC_ID_INVALID	The specified topic ID is invalid.
400	TOPIC_NOT_MODIFIED	The updated topic info is equal to the current topic info, nothing was changed.
400	TOPIC_TITLE_EMPTY	The specified topic title is empty.
400	TO_LANG_INVALID	The specified destination language is invalid.
400	TRANSCRIPTION_FAILED	Audio transcription failed.
400	TTL_DAYS_INVALID	The provided TTL days is invalid
400	TTL_MEDIA_INVALID	The media does not support self-destruction
400	TTL_PERIOD_INVALID	The specified TTL period is invalid.
400	TYPES_EMPTY	The types parameter is empty
400	TYPE_CONSTRUCTOR_INVALID	The type constructor is invalid
400	UNTIL_DATE_INVALID	That date parameter is invalid
400	URL_INVALID	The URL provided is invalid
400	USAGE_LIMIT_INVALID	The usage limit is invalid
400	USERNAMES_ACTIVE_TOO_MUCH	The maximum number of active usernames was reached.
400	USERNAME_INVALID	The username is invalid
400	USERNAME_NOT_MODIFIED	The username was not modified because you tried to edit it using the same one
400	USERNAME_NOT_OCCUPIED	The username is not occupied by anyone
400	USERNAME_OCCUPIED	The username is already in use by someone else
400	USERNAME_PURCHASE_AVAILABLE	The specified username can be purchased on https://fragment.com.
400	USERPIC_UPLOAD_REQUIRED	You are required to upload a profile picture for this action
400	USERS_TOO_FEW	Not enough users (to create a chat, for example)
400	USERS_TOO_MUCH	The maximum number of users has been exceeded (to create a chat, for example)
400	USER_ADMIN_INVALID	The action requires admin privileges. Probably you tried to edit admin privileges on someone you don't have rights to
400	USER_ALREADY_INVITED	You have already invited this user.
400	USER_ALREADY_PARTICIPANT	The user is already a participant of this chat
400	USER_BANNED_IN_CHANNEL	You are limited from sending messages in supergroups/channels, check @SpamBot for details
400	USER_BLOCKED	The user is blocked
400	USER_BOT	Bots in channels can only be administrators, not members.
400	USER_BOT_INVALID	This method can only be used by a bot
400	USER_BOT_REQUIRED	The method can be used by bots only
400	USER_CHANNELS_TOO_MUCH	The user is already in too many channels or supergroups
400	USER_CREATOR	You can't leave this channel because you're its creator
400	USER_ID_INVALID	The user id being used is invalid or not known yet. Make sure you meet the user before interacting with it
400	USER_INVALID	The provided user is invalid
400	USER_IS_BLOCKED	The user blocked you
400	USER_IS_BOT	A bot cannot send messages to other bots or to itself
400	USER_KICKED	This user was kicked from this chat
400	USER_NOT_MUTUAL_CONTACT	The user is not a mutual contact
400	USER_NOT_PARTICIPANT	The user is not a member of this chat
400	USER_PUBLIC_MISSING	
400	USER_VOLUME_INVALID	The specified user volume is invalid.
400	VENUE_ID_INVALID	
400	VIDEO_CONTENT_TYPE_INVALID	The video content type is invalid (i.e.: not streamable)
400	VIDEO_FILE_INVALID	The video file is invalid
400	VIDEO_TITLE_EMPTY	The specified video title is empty.
400	VOICE_MESSAGES_FORBIDDEN	This user's privacy settings forbid you from sending voice messages.
400	VOLUME_LOC_NOT_FOUND	The volume location can't be found
400	WALLPAPER_FILE_INVALID	The provided file cannot be used as a wallpaper
400	WALLPAPER_INVALID	The input wallpaper was not valid
400	WALLPAPER_MIME_INVALID	The wallpaper mime type is invalid
400	WALLPAPER_NOT_FOUND	
400	WC_CONVERT_URL_INVALID	WC convert URL invalid
400	WEBDOCUMENT_INVALID	The web document is invalid
400	WEBDOCUMENT_MIME_INVALID	The web document mime type is invalid
400	WEBDOCUMENT_SIZE_TOO_BIG	The web document is too big
400	WEBDOCUMENT_URL_EMPTY	The web document URL is empty
400	WEBDOCUMENT_URL_INVALID	The web document URL is invalid
400	WEBPAGE_CURL_FAILED	Telegram server could not fetch the provided URL
400	WEBPAGE_MEDIA_EMPTY	The URL doesn't contain any valid media
400	WEBPUSH_AUTH_INVALID	The specified web push authentication secret is invalid.
400	WEBPUSH_KEY_INVALID	The specified web push elliptic curve Diffie-Hellman public key is invalid.
400	WEBPUSH_TOKEN_INVALID	The specified web push token is invalid.
400	YOU_BLOCKED_USER	You blocked this user
401	ACTIVE_USER_REQUIRED	The method is only available to already activated users
401	AUTH_KEY_INVALID	The key is invalid
401	AUTH_KEY_PERM_EMPTY	The method is unavailable for temporary authorization key, not bound to permanent
401	AUTH_KEY_UNREGISTERED	The key is not registered in the system. Delete your session file and login again
401	SESSION_EXPIRED	The authorization has expired
401	SESSION_PASSWORD_NEEDED	The two-step verification is enabled and a password is required
401	SESSION_REVOKED	The authorization has been invalidated, because of the user terminating all sessions
401	USER_DEACTIVATED	The user has been deleted/deactivated
401	USER_DEACTIVATED_BAN	The user has been deleted/deactivated
403	ANONYMOUS_REACTIONS_DISABLED	
403	BROADCAST_FORBIDDEN	The request can't be used in channels
403	CHANNEL_PUBLIC_GROUP_NA	The channel/supergroup is not available
403	CHAT_ADMIN_INVITE_REQUIRED	You don't have rights to invite other users
403	CHAT_ADMIN_REQUIRED	The method requires chat admin privileges
403	CHAT_FORBIDDEN	You cannot write in this chat
403	CHAT_GUEST_SEND_FORBIDDEN	You join the discussion group before commenting, see here » for more info.
403	CHAT_SEND_AUDIOS_FORBIDDEN	You can't send audio messages in this chat.
403	CHAT_SEND_DOCS_FORBIDDEN	You can't send documents in this chat.
403	CHAT_SEND_GAME_FORBIDDEN	You can't send a game to this chat.
403	CHAT_SEND_GIFS_FORBIDDEN	You can't send animations in this chat
403	CHAT_SEND_INLINE_FORBIDDEN	You cannot use inline bots to send messages in this chat
403	CHAT_SEND_MEDIA_FORBIDDEN	You can't send media messages in this chat
403	CHAT_SEND_PHOTOS_FORBIDDEN	You can't send photos in this chat.
403	CHAT_SEND_PLAIN_FORBIDDEN	You can't send non-media (text) messages in this chat.
403	CHAT_SEND_POLL_FORBIDDEN	You can't send polls in this chat
403	CHAT_SEND_STICKERS_FORBIDDEN	You can't send stickers in this chat
403	CHAT_SEND_VIDEOS_FORBIDDEN	You can't send videos in this chat.
403	CHAT_SEND_VOICES_FORBIDDEN	You can't send voice recordings in this chat.
403	CHAT_WRITE_FORBIDDEN	You don't have rights to send messages in this chat
403	EDIT_BOT_INVITE_FORBIDDEN	Bots' chat invite links can't be edited
403	GROUPCALL_ALREADY_STARTED	The groupcall has already started, you can join directly using phone.joinGroupCall.
403	GROUPCALL_FORBIDDEN	The group call has already ended.
403	INLINE_BOT_REQUIRED	The action must be performed through an inline bot callback
403	MESSAGE_AUTHOR_REQUIRED	You are not the author of this message
403	MESSAGE_DELETE_FORBIDDEN	You don't have rights to delete messages in this chat, most likely because you are not the author of them
403	PARTICIPANT_JOIN_MISSING	Trying to enable a presentation, when the user hasn't joined the Video Chat with phone.joinGroupCall.
403	POLL_VOTE_REQUIRED	Cast a vote in the poll before calling this method
403	PREMIUM_ACCOUNT_REQUIRED	This action requires a premium account
403	PUBLIC_CHANNEL_MISSING	You can only export group call invite links for public chats or channels.
403	RIGHT_FORBIDDEN	You don't have enough rights for this action, or you tried to set one or more admin rights that can't be applied to this kind of chat (channel or supergroup)
403	SENSITIVE_CHANGE_FORBIDDEN	Your sensitive content settings can't be changed at this time
403	TAKEOUT_REQUIRED	The method must be invoked inside a takeout session
403	USER_BOT_INVALID	This method can only be called by a bot
403	USER_CHANNELS_TOO_MUCH	One of the users you tried to add is already in too many channels/supergroups
403	USER_DELETED	You can't send this secret message because the other participant deleted their account.
403	USER_INVALID	The provided user is invalid
403	USER_IS_BLOCKED	The user is blocked
403	USER_NOT_MUTUAL_CONTACT	The provided user is not a mutual contact
403	USER_PRIVACY_RESTRICTED	The user's privacy settings is preventing you to perform this action
403	USER_RESTRICTED	You are limited/restricted. You can't perform this action
403	VOICE_MESSAGES_FORBIDDEN	This user's privacy settings forbid you from sending voice messages.
406	AUTH_KEY_DUPLICATED	The same authorization key (session file) was used in more than one place simultaneously. You must delete your session file and log in again with your phone number or bot token
406	BANNED_RIGHTS_INVALID	You provided some invalid flags in the banned rights.
406	CALL_PROTOCOL_COMPAT_LAYER_INVALID	The other side of the call does not support any of the VoIP protocols supported by the local client, as specified by the protocol.layer and protocol.library_versions fields.
406	CHANNEL_PRIVATE	The channel/supergroup is not accessible
406	CHANNEL_TOO_LARGE	Channel is too large to be deleted; this error is issued when trying to delete channels with more than 1000 members (subject to change).
406	CHAT_FORWARDS_RESTRICTED	You can't forward messages from a protected chat.
406	FILEREF_UPGRADE_NEEDED	The file reference has expired and you must use a refreshed one by obtaining the original media message
406	FRESH_CHANGE_ADMINS_FORBIDDEN	You were just elected admin, you can't add or modify other admins yet
406	FRESH_CHANGE_PHONE_FORBIDDEN	You can't change your phone number because your session was logged-in recently
406	FRESH_RESET_AUTHORISATION_FORBIDDEN	You can't terminate other authorized sessions because the current was logged-in recently
406	GIFTCODE_NOT_ALLOWED	
406	INVITE_HASH_EXPIRED	The invite link has expired.
406	PAYMENT_UNSUPPORTED	A detailed description of the error will be received separately as described here ».
406	PHONE_NUMBER_INVALID	The phone number is invalid
406	PHONE_PASSWORD_FLOOD	You have tried to log-in too many times
406	PREVIOUS_CHAT_IMPORT_ACTIVE_WAIT_XMIN	Import for this chat is already in progress, wait {value} minutes before starting a new one.
406	SEND_CODE_UNAVAILABLE	Returned when all available options for this type of number were already used (e.g. flash-call, then SMS, then this error might be returned to trigger a second resend).
406	STICKERSET_INVALID	The sticker set is invalid
406	STICKERSET_OWNER_ANONYMOUS	This sticker set can't be used as the group's sticker set because it was created by one of its anonymous admins
406	TOPIC_CLOSED	This topic was closed, you can't send messages to it anymore.
406	TOPIC_DELETED	The specified topic was deleted.
406	USERPIC_PRIVACY_REQUIRED	You need to disable privacy settings for your profile picture in order to make your geolocation public.
406	USERPIC_UPLOAD_REQUIRED	You must have a profile picture to publish your geolocation
406	USER_RESTRICTED	You are limited/restricted. You can't perform this action
420	2FA_CONFIRM_WAIT_X	A wait of {value} seconds is required because this account is active and protected by a 2FA password
420	FLOOD_TEST_PHONE_WAIT_X	A wait of {value} seconds is required in the test servers
420	FLOOD_WAIT_X	A wait of {value} seconds is required
420	SLOWMODE_WAIT_X	A wait of {value} seconds is required to send messages in this chat.
420	TAKEOUT_INIT_DELAY_X	You have to confirm the data export request using one of your mobile devices or wait {value} seconds
500	API_CALL_ERROR	API call error due to Telegram having internal problems. Please try again later
500	AUTH_RESTART	User authorization has restarted
500	CALL_OCCUPY_FAILED	The call failed because the user is already making another call
500	CDN_UPLOAD_TIMEOUT	A server-side timeout occurred while reuploading the file to the CDN DC.
500	CHAT_ID_GENERATE_FAILED	Failure while generating the chat ID due to Telegram having internal problems. Please try again later
500	CHAT_INVALID	Invalid chat.
500	CHAT_OCCUPY_LOC_FAILED	An internal error occurred while creating the chat
500	CHAT_OCCUPY_USERNAME_FAILED	Failure to occupy chat username due to Telegram having internal problems. Please try again later
500	CHP_CALL_FAIL	Telegram is having internal problems. Please try again later
500	ENCRYPTION_OCCUPY_ADMIN_FAILED	Failed occupying memory for admin info due to Telegram having internal problems. Please try again later
500	ENCRYPTION_OCCUPY_FAILED	Internal server error while accepting secret chat
500	FOLDER_DEAC_AUTOFIX_ALL	Telegram is having internal problems. Please try again later
500	GROUPCALL_ADD_PARTICIPANTS_FAILED	Failure while adding voice chat member due to Telegram having internal problems. Please try again later
500	GROUPED_ID_OCCUPY_FAILED	Telegram is having internal problems. Please try again later
500	HISTORY_GET_FAILED	The chat history couldn't be retrieved due to Telegram having internal problems. Please try again later
500	IMAGE_ENGINE_DOWN	Image engine down due to Telegram having internal problems. Please try again later
500	INTERDC_X_CALL_ERROR	An error occurred while Telegram was intercommunicating with DC{value}. Please try again later
500	INTERDC_X_CALL_RICH_ERROR	A rich error occurred while Telegram was intercommunicating with DC{value}. Please try again later
500	MEMBER_CHAT_ADD_FAILED	
500	MEMBER_FETCH_FAILED	Telegram is having internal problems. Please try again later
500	MEMBER_NOT_FOUND	
500	MEMBER_NO_LOCATION	Couldn't find the member's location due to Telegram having internal problems. Please try again later
500	MEMBER_OCCUPY_PRIMARY_LOC_FAILED	Telegram is having internal problems. Please try again later
500	MEMBER_OCCUPY_USERNAME_FAILED	Failure to occupy member username due to Telegram having internal problems. Please try again later
500	MSGID_DECREASE_RETRY	Telegram is having internal problems. Please try again later
500	MSG_RANGE_UNSYNC	Message range unsynchronized due to Telegram having internal problems. Please try again later
500	MSG_WAIT_FAILED	A waiting call returned an error.
500	MT_SEND_QUEUE_TOO_LONG	The MTProto send queue has grown too much due to Telegram having internal problems. Please try again later
500	NEED_CHAT_INVALID	The provided chat is invalid
500	NEED_MEMBER_INVALID	The provided member is invalid or does not exist
500	No_workers_running	The Telegram server is restarting its workers. Try again later.
500	PARTICIPANT_CALL_FAILED	Failure while making call due to Telegram having internal problems. Please try again later
500	PERSISTENT_TIMESTAMP_OUTDATED	The persistent timestamp is outdated due to Telegram having internal problems. Please try again later
500	PHOTO_CREATE_FAILED	The creation of the photo failed due to Telegram having internal problems. Please try again later
500	POSTPONED_TIMEOUT	Telegram is having internal problems. Please try again later
500	PTS_CHANGE_EMPTY	No PTS change
500	RANDOM_ID_DUPLICATE	You provided a random ID that was already used
500	REG_ID_GENERATE_FAILED	The registration id failed to generate due to Telegram having internal problems. Please try again later
500	RPC_CALL_FAIL	Telegram is having internal problems. Please try again later
500	RPC_CONNECT_FAILED	Telegram is having internal problems. Please try again later
500	RPC_MCGET_FAIL	Telegram is having internal problems. Please try again later
500	SEND_MEDIA_INVALID	
500	SIGN_IN_FAILED	Failure while signing in due to Telegram having internal problems. Please try again later
500	STORAGE_CHECK_FAILED	Server storage check failed due to Telegram having internal problems. Please try again later
500	STORE_INVALID_SCALAR_TYPE	Telegram is having internal problems. Please try again later
500	UNKNOWN_METHOD	The method you tried to call cannot be called on non-CDN DCs
500	UPLOAD_NO_VOLUME	Telegram is having internal problems. Please try again later
500	VOLUME_LOC_NOT_FOUND	Telegram is having internal problems. Please try again later
500	WORKER_BUSY_TOO_LONG_RETRY	Server workers are too busy right now due to Telegram having internal problems. Please try again later
500	WP_ID_GENERATE_FAILED	Telegram is having internal problems. Please try again later
503	ApiCallError	Telegram is having internal problems. Please try again later.
503	Timeout	Timeout while fetching data.
